CMPD_CHEMBLID	MOLWEIGHT	ALOGP	PSA	CANONICAL_SMILES	STANDARD_TYPE	STANDARD_VALUE	STANDARD_UNITS
CHEMBL3923379	551.37	6.13	118.43	OC(=NCc1oncc1)c2cc(NC(=O)c3cc(c(Cl)cc3Cl)c4ccc(F)cn4)n(n2)c5ccccc5	IC50	13.2	nM
CHEMBL3939856	553.38	5.04	112.71	OC1=NCCN(C1)C(=O)c2cc(NC(=O)c3cc(c(Cl)cc3Cl)c4ncccc4F)n(n2)c5ccccc5	IC50	13.7	nM
CHEMBL3944970	442.47	3.35	89.49	OC1CCN(CC1)C(=Nc2cnc3ccc(nn23)N4CCC[C@H]4c5cc(F)ccc5F)O	IC50	13.8	nM
CHEMBL3925950	470.45	5.06	98.19	CC(C)n1cc(C(=O)c2ccnc(c2)N=C(O)Cn3nc(cc3C)C(F)(F)F)c4cnccc14	IC50	13.8	nM
CHEMBL404561	473.96	5.42	83.22	C[C@H](OC(=O)NCCCCl)[C@H]1c2ccccc2c3c1c4[nH]c5ccccc5c4c6CNC(=O)c36	IC50	14	nM
CHEMBL3659504	337.36	3.16	84.31	C[C@H](Nc1ccc2ncn(c3cc(C)[nH]n3)c2n1)c4ccc(F)cn4	IC50	14	nM
CHEMBL3950667	515.94	5.21	121.08	OC(=NCc1cnc[nH]1)c2cc(NC(=O)c3cc(c(F)cc3Cl)c4ccccn4)n(n2)c5ccccc5	IC50	14.2	nM
CHEMBL3900384	537.95	5.6	101.63	OC(=NC1CCOCC1)c2cc(NC(=O)c3cc(c(F)cc3Cl)c4ncccc4F)n(n2)c5ccccc5	IC50	14.5	nM
CHEMBL3947343	523.93	5.21	101.63	CC1(COC1)N=C(O)c2cc(NC(=O)c3cc(c(F)cc3Cl)c4ncccc4F)n(n2)c5ccccc5	IC50	14.8	nM
CHEMBL3675962	494.57	2.81	84.23	Fc1ccc(OCCN2CCOCC2)c(c1)[C@H]3CCCN3c4ccn5ncc(C(=O)NC6CC6)c5n4	IC50	16.1	nM
CHEMBL3922708	500.45	5.2	100.6	CC(CO)n1cc(C(=O)c2cncc(c2)N=C(O)Cc3ccc(cc3)C(F)(F)F)c4cncc(F)c14	IC50	16.4	nM
CHEMBL3676070	495.56	3.63	90.22	CC1(C)OCC(COc2ccc(F)cc2[C@H]3CCCN3c4ccn5ncc(C(=O)NC6CC6)c5n4)O1	IC50	16.6	nM
CHEMBL3956277	539.4	5.25	95.64	CN1CC(C1)N=C(O)c2cc(NC(=O)c3cc(c(Cl)cc3Cl)c4ncccc4F)n(n2)c5ccccc5	IC50	17.3	nM
CHEMBL3918858	567.41	6.06	124.99	OC(=NCC1CCC(=N1)O)c2cc(NC(=O)c3cc(c(Cl)cc3Cl)c4ncccc4F)n(n2)c5ccccc5	IC50	17.6	nM
CHEMBL3671438	510.5	3.15	145.25	CC(C)(CO)n1cc(C(=O)c2cncc(NC(=O)Cc3ccc(OC(F)F)cc3)c2)c4cnc(N)nc14	IC50	17.9	nM
CHEMBL3916029	636.74	6.59	139.88	CC(C)(C)c1cc(NC(=Nc2cnc(Oc3ccc(cc3)c4cnc(s4)N5CCCC5=O)nc2)O)n(n1)c6ccc7OCCc7c6	IC50	20	nM
CHEMBL3666292	406.83	3.89	101.8	Cn1cc(C(=O)c2cncc(NC(=O)Nc3ccc(Cl)cc3)c2)c4cncnc14	IC50	20.2	nM
CHEMBL3940310	444.9	3.48	89.49	O[C@H]1CCN(C1)C(=Nc2cnn3ccc(nc23)N4CCC[C@@H]4c5cc(F)cc(Cl)c5)O	IC50	20.2	nM
CHEMBL3945140	548.94	5.05	133.97	Cc1nc(CN=C(O)c2cc(NC(=O)c3cc(c(F)cc3Cl)c4ncccc4F)n(n2)c5ccccc5)n[nH]1	IC50	20.3	nM
CHEMBL3899663	466.9	4.84	100.6	CC(CO)n1cc(C(=O)c2cncc(c2)N=C(O)Cc3ccc(Cl)cc3)c4cncc(F)c14	IC50	20.7	nM
CHEMBL3596889	447.47	6	102.17	CC(C)(C)c1onc(NC(=O)Nc2cccc(Oc3cncc(n3)c4ccc(F)cc4)c2)c1	IC50	22	nM
CHEMBL3675992	398.44	2.37	84.65	COCC(C)NC(=O)c1cnn2ccc(nc12)N3CCCC3c4cncc(F)c4	IC50	22.5	nM
CHEMBL3675994	410.45	2.25	95.65	O[C@H]1CCCC1NC(=O)c2cnn3ccc(nc23)N4CCCC4c5cncc(F)c5	IC50	22.8	nM
CHEMBL3919312	477.5	3.29	131.31	CC(C)(CO)n1cc(C(=O)c2cncc(c2)N=C(O)Cn3cc(nn3)C4CC4)c5cncc(F)c15	IC50	24	nM
CHEMBL3962826					IC50	24.1	nM
CHEMBL3970910	493.93	4.66	112.63	C[C@@H](CO)N=C(O)c1cc(NC(=O)c2cc(c(F)cc2Cl)c3ccccn3)n(n1)c4ccccc4	IC50	24.7	nM
CHEMBL3661625	513.48	2.96	130.23	CC(CO)(CO)n1cc(C(=O)c2cncc(NC(=O)Cc3ccc(cc3)C(F)(F)F)c2)c4cncnc14	IC50	25.2	nM
CHEMBL3962270	540.38	5.46	112.63	O[C@@H]1C[C@@H](C1)N=C(O)c2cc(NC(=O)c3cc(c(Cl)cc3Cl)c4ccc(F)cn4)n(n2)c5ccccc5	IC50	25.2	nM
CHEMBL2152271	314.39	4.36	44.81	CN(C)c1cccc(c1)c2cnc3[nH]cc(c4ccncc4)c3c2	IC50	26.47	nM
CHEMBL3954759	551.37	6.13	118.43	OC(=NCc1ccon1)c2cc(NC(=O)c3cc(c(Cl)cc3Cl)c4ccc(F)cn4)n(n2)c5ccccc5	IC50	27.4	nM
CHEMBL3661615	454.49	2.84	133.79	CC(C)(CO)n1cc(C(=O)c2cncc(NC(=O)Cc3ccc(cc3)C#N)c2)c4cncnc14	IC50	27.7	nM
CHEMBL3298161	431.37	4.71	89.37	OC(=O)c1cc2cc(ccc2n1CCOc3ccc(OC(F)(F)F)cc3)c4cc[nH]n4	IC50	29	nM
CHEMBL3676018	426.45	1.82	96.09	COc1ncc(F)cc1[C@H]2CCCN2c3ccn4ncc(C(=O)N5CC(C)(O)C5)c4n3	IC50	30.8	nM
CHEMBL3945456	493.93	4.66	112.63	C[C@H](CO)N=C(O)c1cc(NC(=O)c2cc(c(F)cc2Cl)c3ccccn3)n(n1)c4ccccc4	IC50	31.1	nM
CHEMBL3666420	434.53	4.47	102.66	CC(C)c1csc(n1)C(=O)Nc2cncc(c2)C(=O)c3cn(C(C)C)c4ncncc34	IC50	31.2	nM
CHEMBL3666294	440.39	4.26	101.8	Cn1cc(C(=O)c2cncc(NC(=O)Nc3cccc(c3)C(F)(F)F)c2)c4cncnc14	IC50	31.9	nM
CHEMBL3962940	482.42	4.77	98.83	OC(=Nc1cc(ccn1)C(=O)c2cn(C3COC3)c4ccncc24)c5cccc(OC(F)(F)F)c5	IC50	33	nM
CHEMBL3675983	384.42	1.72	95.65	C[C@H](O)CNC(=O)c1cnn2ccc(nc12)N3CCCC3c4cncc(F)c4	IC50	36.7	nM
CHEMBL3675983	384.42	1.72	95.65	C[C@H](O)CNC(=O)c1cnn2ccc(nc12)N3CCCC3c4cncc(F)c4	IC50	36.7	nM
CHEMBL3676106	464.51	3.64	102.47	COc1ncc(F)cc1[C@H]2CCCN2c3ccn4ncc(C(=O)Nc5ccn(n5)C(C)C)c4n3	IC50	38.2	nM
CHEMBL3671146	413.43	2.56	73.97	O[C@H]1CCN(C1)C(=O)c2cnn3ccc(nc23)N4CCC[C@@H]4c5cc(F)ccc5F	IC50	38.3	nM
CHEMBL3919326	553.43	5.2	106.14	CC1(N)CCN(C1)C(=O)c2cc(NC(=O)c3cc(c(Cl)cc3Cl)c4ncccc4F)n(n2)c5ccccc5	IC50	38.5	nM
CHEMBL3661487	441.49	3.75	99	CC(C)n1cc(C(=O)c2cncc(NC(=O)Cc3ccc4OCCc4c3)c2)c5cncnc15	IC50	41.5	nM
CHEMBL3932027	416.46	5.21	80.37	CC(C)n1cc(C(=O)c2cncc(c2)N=C(O)Cc3ccc(F)cc3)c4cnccc14	IC50	42	nM
CHEMBL3671462	440.47	2.67	152.47	CC(C)n1cc(C(=O)c2cncc(NC(=O)Cc3ccc(cn3)C#N)c2)c4cnc(N)nc14	IC50	42.7	nM
CHEMBL3963250	521.41	5.11	95.64	CN1CC(C1)N=C(O)c2cc(NC(=O)c3cc(c(Cl)cc3Cl)c4ccccn4)n(n2)c5ccccc5	IC50	44.4	nM
CHEMBL3666245	439.48	3.27	139.58	CC(C)n1cc(C(=O)c2cncc(NC(=O)Cc3ccc(cc3)C#N)c2)c4cnc(N)nc14	IC50	45.3	nM
CHEMBL3968979	541.97	5.46	131.31	Nc1cccnc1CN=C(O)c2cc(NC(=O)c3cc(c(F)cc3Cl)c4ccccn4)n(n2)c5ccccc5	IC50	45.6	nM
CHEMBL1822792	495.56	2.15	115.65	CN(C[C@@H]1COCCO1)S(=O)(=O)Nc2ccc3C=Cc4ncc(cc4C(=O)c3c2)c5cnn(C)c5	IC50	46	nM
CHEMBL3909611	416.46	4.55	78.91	Cc1ccc(cn1)C(=Nc2cnn3ccc(nc23)N4CCC[C@H]4c5cccc(F)c5)O	IC50	47	nM
CHEMBL3966140	541.97	5.83	118.18	CC(N=C(O)c1cc(NC(=O)c2cc(c(F)cc2Cl)c3ccccn3)n(n1)c4ccccc4)c5ncccn5	IC50	48.2	nM
CHEMBL256119	483.52	4.35	109.52	CCOC(=O)CNC(=O)O[C@@H](C)[C@H]1c2ccccc2c3c1c4[nH]c5ccccc5c4c6CNC(=O)c36	IC50	49	nM
CHEMBL3661549	464.53	4.68	102.66	CC(C)n1cc(C(=O)c2cncc(NC(=O)Cc3ccc4ccc(C)nc4c3)c2)c5cncnc15	IC50	49.1	nM
CHEMBL3582429	343.37	4.02	66.01	Fc1cccc(CNc2ccc3ncc(c4ccc(cc4)C#N)n3n2)c1	IC50	50	nM
CHEMBL23254	432.91	3.93	125.19	CC(C)[C@H](CO)Nc1nc(Nc2ccc(C(=O)O)c(Cl)c2)c3ncn(C(C)C)c3n1	IC50	51	nM
CHEMBL3671407	481.46	3.39	119.23	C[C@@H](CO)n1cc(C(=O)c2cncc(NC(=O)Cc3ccc(OC(F)F)cc3)c2)c4cncnc14	IC50	52.4	nM
CHEMBL3666306	461.91	3.64	99	CC1(COC1)n2cc(C(=O)c3cncc(NC(=O)Cc4ccc(Cl)cc4)c3)c5cncnc25	IC50	53.9	nM
CHEMBL3944809	556.99	5.89	114.52	COc1ccnc(CN=C(O)c2cc(NC(=O)c3cc(c(F)cc3Cl)c4ccccn4)n(n2)c5ccccc5)c1	IC50	54.1	nM
CHEMBL3661489	457.47	3.77	107.59	CC(C)n1cc(C(=O)c2cncc(NC(=O)Cn3cc4cc(F)ccc4n3)c2)c5cncnc15	IC50	54.8	nM
CHEMBL3955845	593.49	5.98	106.14	NC1CC2(CCN(CC2)C(=O)c3cc(NC(=O)c4cc(c(Cl)cc4Cl)c5ncccc5F)n(n3)c6ccccc6)C1	IC50	55.2	nM
CHEMBL3906482	540.93	4.73	104.43	OC(=NCC1(F)CNC1)c2cc(NC(=O)c3cc(c(F)cc3Cl)c4ncccc4F)n(n2)c5ccccc5	IC50	58.3	nM
CHEMBL3915329	507.95	4.91	112.63	CC(CO)CN=C(O)c1cc(NC(=O)c2cc(ccc2Cl)c3ncccc3F)n(n1)c4ccccc4	IC50	58.5	nM
CHEMBL3661605	455.48	2.25	159.81	CC(CO)n1cc(C(=O)c2cncc(NC(=O)Cc3ccc(cc3)C#N)c2)c4cnc(N)nc14	IC50	59	nM
CHEMBL3661535	452.52	4.61	105.56	CC(C)n1cc(C(=O)c2cncc(NC(=O)Cc3c[nH]c4ccc(C)cc34)c2)c5cncnc15	IC50	59.5	nM
CHEMBL288229	541.63	4.91	94.72	CCSCc1ccc2c(c1)c3c4CNC(=O)c4c5c6ccccc6n7[C@H]8C[C@](O)(C(=O)OC)[C@](C)(O8)n2c3c57	IC50	61	nM
CHEMBL3911502	527.95	5.27	118.18	OC(=NCc1ccncn1)c2cc(NC(=O)c3cc(ccc3Cl)c4ncccc4F)n(n2)c5ccccc5	IC50	62.17	nM
CHEMBL3970783	518.98	4.99	95.64	CN1CC[C@@H](C1)N=C(O)c2cc(NC(=O)c3cc(c(F)cc3Cl)c4ccccn4)n(n2)c5ccccc5	IC50	66.7	nM
CHEMBL3910906	513.91	5.94	92.4	CC(F)(F)CN=C(O)c1cc(NC(=O)c2cc(ccc2Cl)c3ncccc3F)n(n1)c4ccccc4	IC50	67.9	nM
CHEMBL3661624	479.92	2.59	130.23	CC(CO)(CO)n1cc(C(=O)c2cncc(NC(=O)Cc3ccc(Cl)cc3)c2)c4cncnc14	IC50	70.5	nM
CHEMBL3940221	505.94	5.07	101.63	OC(=NC1CCOC1)c2cc(NC(=O)c3cc(ccc3Cl)c4ncccc4F)n(n2)c5ccccc5	IC50	70.7	nM
CHEMBL3671456	450.89	3.16	122.63	CC(C)n1cc(C(=O)C2=CNC(=O)C(=C2)NC(=O)Cc3ccc(Cl)cn3)c4cncnc14	IC50	71.2	nM
CHEMBL3986525	402.43	3.86	75.42	Fc1cccc(c1)[C@@H]2CCCN2c3ccn4ncc(NC(=O)c5ccncc5)c4n3	IC50	71.8	nM
CHEMBL3979029	517.95	4.59	89.35	Fc1cc(Cl)c(cc1c2ccccn2)C(=O)Nc3cc(nn3c4ccccc4)C(=O)N5C6COCC5C6	IC50	74.3	nM
CHEMBL3946109	518.98	4.99	95.64	CN1CCC(C1)N=C(O)c2cc(NC(=O)c3cc(c(F)cc3Cl)c4ccccn4)n(n2)c5ccccc5	IC50	76.1	nM
CHEMBL3661541	487.95	4.36	107.59	CC(C)n1cc(C(=O)c2cncc(NC(=O)Cc3nn(C)c4cc(Cl)ccc34)c2)c5cncnc15	IC50	76.4	nM
CHEMBL3661607	482.33	4.12	99	Clc1ccc(CC(=O)Nc2cncc(c2)C(=O)c3cn(C4COC4)c5ncncc35)cc1Cl	IC50	83.3	nM
CHEMBL3933321	482.46	5.07	100.6	CC(CO)n1cc(C(=O)c2cncc(c2)N=C(O)Cc3ccc(cc3)C(F)(F)F)c4cnccc14	IC50	87.9	nM
CHEMBL3953945	543.99	5.78	110.22	C[C@H](N=C(O)c1cc(NC(=O)c2cc(c(F)cc2Cl)c3ccccn3)n(n1)c4ccccc4)c5nccn5C	IC50	88	nM
CHEMBL3934105	583.6	6.71	125.72	CC(C)c1ncc(cc1NC(=Nc2cnc(Oc3ccc(cc3)c4cnc(s4)N5CCCC5=O)nc2)O)C(F)(F)F	IC50	90	nM
CHEMBL3909520	453.5	4.09	124.39	CC(C)(CO)n1cc(C(=O)c2cc(ccn2)N=C(O)Cc3ccc(cc3)C#N)c4cnccc14	IC50	97.8	nM
CHEMBL3952226	427.41	3.8	103.32	OC(=O)C1(CC1)C(=Nc2cnn3ccc(nc23)N4CCC[C@H]4c5cc(F)ccc5F)O	IC50	98.2	nM
CHEMBL3891117	539.4	5.3	104.43	OC(=N[C@@H]1CCNC1)c2cc(NC(=O)c3cc(c(Cl)cc3Cl)c4ccc(F)cn4)n(n2)c5ccccc5	IC50	98.7	nM
CHEMBL3673478	508.5	5.07	93.01	COc1cc(Cn2c(N)nc3cc(cnc23)c4cnn(C)c4)ccc1OCc5ccc(cc5)C(F)(F)F	IC50	0.2	nM
CHEMBL3671141	383.4	3.24	62.53	Fc1ccc(F)c(c1)[C@H]2CCCN2c3ccn4ncc(C(=O)NC5CC5)c4n3	IC50	0.5	nM
CHEMBL3892052	578.96	5.65	152.68	CS(=O)(=O)c1ccc(cc1NC(=Nc2cnc(Oc3ccc(cc3)c4cc(Cl)cnc4N)nc2)O)C(F)(F)F	IC50	0.5	nM
CHEMBL3675942	413.43	3.42	71.76	Fc1ccc(F)c(c1)[C@H]2CCCN2c3ccn4ncc(C(=O)NOCC5CC5)c4n3	IC50	0.57	nM
CHEMBL3671472	473.92	3.38	128.68	Nc1ncc2c(cn(c2n1)C34CC(C3)C4)C(=O)c5cncc(NC(=O)Cc6ccc(Cl)cn6)c5	IC50	0.681	nM
CHEMBL3671129	399.45	3.88	62.53	CC(C)(C)NC(=O)c1cnn2ccc(nc12)N3CCC[C@@H]3c4cc(F)ccc4F	IC50	0.7	nM
CHEMBL3675965	439.49	3.13	80.99	COCCOc1ccc(F)cc1[C@H]2CCCN2c3ccn4ncc(C(=O)NC5CC5)c4n3	IC50	0.95	nM
CHEMBL3675932	429.45	0.79	123.22	OCC(O)CNC(=O)c1cnn2ccc(nc12)N3CCCC3c4cc(F)ccc4CO	IC50	1	nM
CHEMBL3947206	568.52	6.72	122.71	OC(=Nc1cnc(Oc2ccc(cc2)c3cnn4cccnc34)nc1)Nc5cc(ccc5c6cccnc6)C(F)(F)F	IC50	1	nM
CHEMBL3919320	598.55	6.73	131.94	COc1ccc2ncc(c3ccc(Oc4ncc(cn4)N=C(O)Nc5cc(ccc5c6cccnc6)C(F)(F)F)cc3)n2n1	IC50	1	nM
CHEMBL3916880	455.51	4.35	86.25	CC1(O)CCC(CC1)N=C(O)c2cnn3ccc(nc23)N4CCC[C@@H]4c5cc(F)ccc5F	IC50	1.23	nM
CHEMBL3675925	450.47	1.37	122.69	NS(=O)(=O)CCNC(=O)c1cnn2ccc(nc12)N3CCCC3c4cc(F)ccc4F	IC50	1.5	nM
CHEMBL3671414	473.54	3.15	116.82	COCC(C)(C)n1cc(C(=O)c2cncc(NC(=O)Cn3ccc(n3)C4CC4)c2)c5cncnc15	IC50	1.51	nM
CHEMBL3675940	393.34	3.33	76.52	NC(=O)c1cnn2ccc(nc12)N3CCC[C@@H]3c4cc(F)ccc4C(F)(F)F	IC50	1.6	nM
CHEMBL2152288	509.51	5.69	113.76	Nc1cc(NS(=O)(=O)c2cccc(c2)C(F)(F)F)cc(c1)c3cnc4[nH]cc(c5ccncc5)c4c3	IC50	1.67	nM
CHEMBL3676045	401.42	2.46	82.76	C[C@@H](CO)NC(=O)c1cnn2ccc(nc12)N3CCC[C@@H]3c4cc(F)ccc4F	IC50	1.8	nM
CHEMBL3671449	458.53	3.11	133.61	CC(C)(C)n1cc(C(=O)c2cncc(NC(=O)Cn3cc(cn3)C4CC4)c2)c5cnc(N)nc15	IC50	1.9	nM
CHEMBL3914679	580.96	6.64	136.36	Cn1nccc1c2ccc(cc2NC(=Nc3cnc(Oc4ccc(cc4)c5cc(Cl)cnc5N)nc3)O)C(F)(F)F	IC50	2	nM
CHEMBL3671150	437.45	3.01	80.35	Cn1cc(CNC(=O)c2cnn3ccc(nc23)N4CCC[C@@H]4c5cc(F)ccc5F)cn1	IC50	2.1	nM
CHEMBL3676099	410.45	2.19	84.53	CN1C=C(F)C=C([C@H]2CCCN2c3ccn4ncc(C(=O)NC5(C)CC5)c4n3)C1=O	IC50	2.1	nM
CHEMBL3671145	415.44	2.85	82.76	CC(C)(O)CNC(=O)c1cnn2ccc(nc12)N3CCC[C@@H]3c4cc(F)ccc4F	IC50	2.15	nM
CHEMBL3676041	401.42	2.73	71.76	COCCNC(=O)c1cnn2ccc(nc12)N3CCCC3c4cc(F)ccc4F	IC50	2.5	nM
CHEMBL3673483	471.52	3.45	115.13	COc1ccc(COc2ccc(Cn3c(N)nc4cc(cnc34)c5ccn(C)n5)cc2OC)cn1	IC50	3	nM
CHEMBL3659497	382.4	3.03	106.43	CC(C)Oc1cc(n[nH]1)n2cnc3ccc(N[C@@H](C)c4ncc(F)cn4)nc23	IC50	3	nM
CHEMBL3582442	458.54	4.23	69.79	OC1CCN(CC1)c2cc(ccn2)c3cnc4ccc(nn34)N5CCC[C@@H]5c6cccc(F)c6	IC50	3	nM
CHEMBL2151322	397.41	2.61	113.77	CC(C)Oc1cc(n[nH]1)n2cnc3ccc(N[C@@H](CO)c4ccc(F)cn4)nc23	IC50	3	nM
CHEMBL3982301	624.63	7.7	113.06	CN(C)c1ccn2ncc(c3ccc(Oc4ncc(cn4)N=C(O)Nc5cc(ccc5c6cccc(C)c6)C(F)(F)F)cc3)c2n1	IC50	3	nM
CHEMBL3661616	497.48	3.98	110	CC(C)(CO)n1cc(C(=O)c2cncc(NC(=O)Cc3cccc(c3)C(F)(F)F)c2)c4cncnc14	IC50	3.61	nM
CHEMBL3675933	492.55	2.41	108.7	CC(C)(CNS(=O)(=O)C)NC(=O)c1cnn2ccc(nc12)N3CCCC3c4cc(F)ccc4F	IC50	3.93	nM
CHEMBL3921392	494.48	4.45	101.8	CC(=O)NCc1ncc(NC(=O)c2ccc(c(c2)c3ccn(C)n3)C(F)(F)F)c(n1)c4ccccc4	IC50	4	nM
CHEMBL3898652	540.38	5.73	101.63	OC(=N[C@@H]1CCOC1)c2cc(NC(=O)c3cc(c(Cl)cc3Cl)c4ncccc4F)n(n2)c5ccccc5	IC50	4.41	nM
CHEMBL3918364	564.41	6.17	121.08	Cc1ncc(CN=C(O)c2cc(NC(=O)c3cc(c(Cl)cc3Cl)c4ncccc4F)n(n2)c5ccccc5)[nH]1	IC50	4.71	nM
CHEMBL3582440	458.54	4.23	69.79	OC1CCN(CC1)c2cccc(n2)c3cnc4ccc(nn34)N5CCC[C@@H]5c6cccc(F)c6	IC50	5	nM
CHEMBL3675976	394.45	3.28	75.42	CC1(CCC1)NC(=O)c2cnn3ccc(nc23)N4CCCC4c5cncc(F)c5	IC50	5.2	nM
CHEMBL3675970	421.41	3.39	88.31	Fc1ccc(NC(=O)c2cnn3ccc(nc23)N4CCC[C@@H]4c5cncc(F)c5)nc1	IC50	5.4	nM
CHEMBL3902524					IC50	6.353	nM
CHEMBL3675997	394.45	3.13	75.42	C[C@@H](NC(=O)c1cnn2ccc(nc12)N3CCC[C@@H]3c4cncc(F)c4)C5CC5	IC50	6.4	nM
CHEMBL3678289	459.51	2.79	117.54	COc1ccc(COc2ccc(Cn3c(N)nc4cc(cnc34)C#CCCO)cc2OC)cn1	IC50	7	nM
CHEMBL3902802	424.48	3.21	99.14	OC1CCC(CC1)N=C(O)c2cnn3ccc(nc23)N4CCC[C@@H]4c5cncc(F)c5	IC50	7	nM
CHEMBL3910605	570.41	5.09	121.86	O[C@@H]1COCC[C@H]1N=C(O)c2cc(NC(=O)c3cc(c(Cl)cc3Cl)c4ncccc4F)n(n2)c5ccccc5	IC50	7.1	nM
CHEMBL3942166	548.94	4.75	123.11	Cn1cc(CN=C(O)c2cc(NC(=O)c3cc(c(F)cc3Cl)c4ncccc4F)n(n2)c5ccccc5)nn1	IC50	7.26	nM
CHEMBL3676052	382.44	3.05	75.42	CC(C)NC(=O)c1cnn2ccc(nc12)N3CCC[C@@H]3c4cc(F)cnc4C	IC50	7.4	nM
CHEMBL3916820	432.46	3.87	84.65	COc1cccc(n1)C(=O)Nc2cnn3ccc(nc23)N4CCC[C@H]4c5cccc(F)c5	IC50	7.4	nM
CHEMBL3675980	380.43	2.74	75.42	Fc1cncc(c1)C2CCCN2c3ccn4ncc(C(=O)NCC5CC5)c4n3	IC50	7.7	nM
CHEMBL3906307	564.41	5.87	110.22	Cn1cc(CN=C(O)c2cc(NC(=O)c3cc(c(Cl)cc3Cl)c4ncccc4F)n(n2)c5ccccc5)cn1	IC50	8.12	nM
CHEMBL3676047	429.47	3.1	82.76	CC(C)[C@@H](CO)NC(=O)c1cnn2ccc(nc12)N3CCCC3c4cc(F)ccc4F	IC50	8.5	nM
CHEMBL3902763	405.44	3.2	80.35	Cn1ccc(n1)C(=O)Nc2cnn3ccc(nc23)N4CCC[C@H]4c5cccc(F)c5	IC50	8.5	nM
CHEMBL3930393	540.38	5.73	101.63	OC(=N[C@H]1CCOC1)c2cc(NC(=O)c3cc(c(Cl)cc3Cl)c4ncccc4F)n(n2)c5ccccc5	IC50	8.51	nM
CHEMBL3676053	394.45	3.2	75.42	Cc1ncc(F)cc1C2CCCN2c3ccn4ncc(C(=O)NC5CCC5)c4n3	IC50	8.6	nM
CHEMBL3937886	536.42	5.83	101.63	OC(=NCC1CCOC1)c2cc(NC(=O)c3cc(c(Cl)cc3Cl)c4ccccn4)n(n2)c5ccccc5	IC50	8.6	nM
CHEMBL3666262	469.51	2.42	159.81	CC(C)(CO)n1cc(C(=O)c2cncc(NC(=O)Cc3ccc(cc3)C#N)c2)c4cnc(N)nc14	IC50	8.62	nM
CHEMBL3676093	433.45	2.56	97.42	CN1C=C(F)C=C([C@H]2CCCN2c3ccn4ncc(C(=O)Nc5cccnc5)c4n3)C1=O	IC50	8.7	nM
CHEMBL3675973	434.4	3.43	75.42	Fc1cncc(c1)[C@H]2CCCN2c3ccn4ncc(C(=O)NC5(CC5)C(F)(F)F)c4n3	IC50	9	nM
CHEMBL3675973	434.4	3.43	75.42	Fc1cncc(c1)[C@H]2CCCN2c3ccn4ncc(C(=O)NC5(CC5)C(F)(F)F)c4n3	IC50	9	nM
CHEMBL3952185	541.37	5.52	124.99	CN=C(O)CN=C(O)c1cc(NC(=O)c2cc(c(Cl)cc2Cl)c3ncccc3F)n(n1)c4ccccc4	IC50	9.37	nM
CHEMBL3671444	495.46	4	99	CC1(COC1)n2cc(C(=O)c3cncc(NC(=O)Cc4cccc(c4)C(F)(F)F)c3)c5cncnc25	IC50	9.5	nM
CHEMBL3940562	556	5.92	117.32	CNc1ncccc1CN=C(O)c2cc(NC(=O)c3cc(c(F)cc3Cl)c4ccccn4)n(n2)c5ccccc5	IC50	9.98	nM
CHEMBL3901470	510.38	5.18	112.63	C[C@@H](CO)N=C(O)c1cc(NC(=O)c2cc(c(Cl)cc2Cl)c3ccccn3)n(n1)c4ccccc4	IC50	10.72	nM
CHEMBL3661464	433.9	4.47	89.77	CC(C)n1cc(C(=O)c2cncc(NC(=O)Cc3ccc(Cl)cc3)c2)c4cncnc14	IC50	10.9	nM
CHEMBL3671408	455.48	2.6	127.82	C[C@@H](CO)n1cc(C(=O)c2cncc(NC(=O)Cn3cc4ccccc4n3)c2)c5cncnc15	IC50	11.1	nM
CHEMBL3924413	500.45	5.2	100.6	CC(CO)n1cc(C(=O)c2cncc(c2)N=C(O)Cc3cccc(c3)C(F)(F)F)c4cncc(F)c14	IC50	11.3	nM
CHEMBL3890360	440.48	2.83	98.72	COc1ccc(F)cc1[C@H]2CCCN2c3ccn4ncc(N=C(O)N5CC[C@H](O)C5)c4n3	IC50	11.3	nM
CHEMBL3941026	547.41	5.09	123.11	OC(=NCCn1ccnn1)c2cc(NC(=O)c3cc(c(Cl)cc3Cl)c4ccccn4)n(n2)c5ccccc5	IC50	11.9	nM
CHEMBL3671440	480.48	2.83	136.02	CC(C)(CO)n1cc(C(=O)c2cncc(NC(=O)Cc3ccc(F)c(F)c3)c2)c4cnc(N)nc14	IC50	12.1	nM
CHEMBL3676090	396.43	1.8	84.53	CN1C=C(F)C=C([C@H]2CCCN2c3ccn4ncc(C(=O)NC5CC5)c4n3)C1=O	IC50	13	nM
CHEMBL3908842	430.87	3.09	89.49	OC1CN(C1)C(=Nc2cnn3ccc(nc23)N4CCC[C@H]4c5cc(F)ccc5Cl)O	IC50	13.7	nM
CHEMBL3939436	556.99	5.37	125.52	OCc1cccc(CN=C(O)c2cc(NC(=O)c3cc(c(F)cc3Cl)c4ccccn4)n(n2)c5ccccc5)n1	IC50	13.8	nM
CHEMBL3959916	523.93	5.21	101.63	OC(=N[C@@H]1CCOC1)c2cc(NC(=O)c3cc(c(F)cc3Cl)c4ncccc4F)n(n2)c5ccccc5	IC50	14.2	nM
CHEMBL3923983	482.46	5.97	89.6	CC(C)n1cc(C(=O)c2ccnc(c2)N=C(O)Cc3ccc(OC(F)(F)F)cc3)c4cnccc14	IC50	14.7	nM
CHEMBL3675981	396.43	1.86	95.65	OCC1(CC1)NC(=O)c2cnn3ccc(nc23)N4CCCC4c5cncc(F)c5	IC50	16.4	nM
